book_id,title,author,isbn,publication_year,genre,total_copies,available_copies
66a0a73f-cd24-4fae-8722-624c40164e2d,"Fight Fat After Forty: The Revolutionary Three-Pronged Approach That Will Break Your Stress-Fat Cycle and Make You Healthy, Fit, and Trim for Life","Peeke, Pamela",,2001,Health & Fitness,5,5
81d1842c-ecba-44d3-be0d-95c2e85c7ab2,The Golden Christmas Tree,"Weisgard, Leonard (ILT) and Wahl, Jan",,1988,Juvenile Fiction,5,5
c0d5c9b6-5769-4f42-8fe3-b50cf4b83167,The Age of Uncertainty,"Galbraith, John Kenneth",,1977,Business & Economics,5,5
c6cc1105-2399-4959-b614-1e784556b019,Global Literacies: Lessons on Business Leadership and National Cultures,"Rosen, Robert (EDT), Digh, Patricia, Singer, Marshall, and Phillips, Carl",,2000,Business & Economics,5,5
b563b47e-52ad-4fc6-92fa-d6da04656375,Trailside Guide: Fly Fishing,"Hildebrand, Ron (ILT) and Merwin, John",,1996,Sports & Recreation,5,5
a2e607f2-0d28-4d71-a563-0ee40edfb5ce,I Wish I Had a Red Dress,"Cleage, Pearl",,2001,Fiction,5,5
d5ed3c39-de86-473a-b733-d544e1041b8b,The Visitation,"Reidy, Sue",,1997,Fiction,5,5
3ff37d5a-335f-44d0-b843-58bad2d33b78,Reengineering the Corporation,"Hammer, Michael and Champy, James",,1999,Business & Economics,5,5
2c3bebde-4429-4134-a88c-fee1ddce403a,The Man's Health Sourcebook,"Dashe, Alfred M.",,1996,Medical,5,5
6bec1c06-c3f3-43db-a595-e60edcd1c57a,Chinese Roundabout: Essays in History and Culture,"Spence, Jonathan D.",,1993,Social Science,5,5
d6ca4363-269a-4e5d-bd0d-8561d0977d22,An Atlas of the Difficult World: Poems 1988-1991,"Rich, Adrienne Cecile",,1991,Poetry,5,5
a69d5b45-1184-4692-9710-9c0a9ee66f2f,Are You Considering Psychoanalysis?,"Horney, Karen (EDT)",,1962,Psychology,5,5
fe8dbf41-eb04-4dae-9971-3d5ccf4f8e27,Daughter of Regals & Other Tales,"Donaldson, Stephen R.",,1984,Fiction,5,5
7cf8d24e-5cb9-434f-902e-58c5ffb7dc9f,Get Thee To a Punnery,"Lederer, Richard",,1988,Humor,5,5
ea9bc9d5-dd1f-40c7-a6af-0c223ecd92d0,Too Young to Retire: 101 Ways To Start The Rest of Your Life,"Stone, Howard and Stone, Marika",,2004,Self-help,5,5
63fd7f09-2690-4722-9bcd-325fec3dc004,Ireland's Women: Writings Past and Present,"Kennelly, Brendan, Donovan, Katie, and Jeffares, A. Norman",,1996,Fiction,5,5
aa0d6eca-8119-4965-8a4c-db79644ee8d2,Currier and Ives Four Seasons Cookbook,NATAHANIEL CURRIER and JAMES MERRITT,,1991,Cooking,5,5
4a943611-0448-4500-81dc-e5301f4730dc,Testimonies: A Novel,"O'Brian, Patrick",,1995,Fiction,5,5
258a71ac-2815-4edc-ab1e-01323baf8042,How to Become a Successful Consultant in Your Own Field,Prima,,1989,Business & Economics,5,5
84822394-2f5c-4b06-bb47-0b20b963eff5,Mother of Pearl,"Haynes, Melinda",,1999,Fiction,5,5
55cc3a13-0da0-4681-9d53-a499710c6b26,Icons,"Winthrop, Caroline",,1990,Fiction,5,5
63bed1bb-4413-4f5f-a2e1-eb2068acbdc1,Kirkpatrick Mission (Diplomacy Wo Apology Ame at the United Nations 1981 to 85,"Gerson, Allan",,1991,Political Science,5,5
eea56ccf-6d5f-4550-ad8f-56abc72b5e8b,Deployment: Hiding Behind Power Struggles as a Character Defense (Psychoanalytic Therapy Series),"Moses-Hrushovski, Rena",,1994,Medical,5,5
203ea22e-5f41-40de-ab3a-0f4cb66c7431,The Final Days,"Bernstein, Carl and Woodward, Bob",,1976,Philosophy,5,5
d98a499d-7db9-436a-81fc-100ac3de7300,James Herriot: The Life of a Country Vet,"Lord, Graham",,1997,Biography & Autobiography,5,5
95a37efa-eea3-4db0-96fe-8e68ef5957bc,The Lisle Letters: An Abridgement,"Byrne, Muriel St. Clare (EDT)",,1983,History,5,5
ceb0b1d4-f06b-4622-984a-7ce4d290d2b8,WORDS FOR EVERYDAY ANIMALS (Words for Everyday),"Davenport, Zoe",,1995,Juvenile Fiction,5,5
a0840b87-28a0-48eb-a913-294d1322ffac,Red Square,"Smith, Martin Cruz",,1992,Fiction,5,5
6d198804-a095-4c85-8d24-0a02a8ca2538,The New Building Your Mate's Self-Esteem,"Rainey, Dennis and Rainey, Barbara",,1995,Family & Relationships,5,5
5746dab5-b5ba-42d1-a51d-bf4aa88273df,"The Abuse Excuse: And Other Cop-Outs, Sob Stories, and Evasions of Responsibility","Dershowitz, Alan M.",,1994,Social Science,5,5
df3a9648-64a8-4abd-90d1-6367b3be2795,Life and Death in Shanghai,"Cheng, Nien",,1988,Biography & Autobiography,5,5
6a01c9bd-dbac-4bc3-9ded-6a025a6ad214,All Around The Town,"Clark, Mary Higgins",,1992,Fiction,5,5
dc181a2d-0217-479a-93ed-2564339a9faa,New World Visions of Household Gods and Sacred Places: American Art and the Metropolitan Museum of Art 1650-1914,"Scully, Vincent",,1988,Art,5,5
f9ff005b-5f2f-4a24-afca-d5775681b507,Orchids as House Plants,"Northen, Rebecca Tyson",,1976,Gardening,5,5
6767427f-3428-4893-932e-c2f121206670,"The Experience of Opera (Norton Library, N706)","Lang, Paul Henry",,1973,Music,5,5
2551327f-b515-4fc4-bc99-46dac6af449b,Horsewatching: Why does a horse whinny and everything else you ever wanted to know,"Morris, Desmond",,1989,Technology & Engineering,5,5
6370085a-5d11-4791-adc4-38c94cfb0928,Linda Mccartney's Home Cooking,"McCartney, Linda",,1992,Cooking,5,5
73e6aa36-c6e9-48c2-aa58-c410027036c1,Ghost Light: A Memoir,"Rich, Frank",,2001,Biography & Autobiography,5,5
22cf99e1-7441-418f-8a54-59f829bf7094,The Sands of Time: A Hermux Tantamoq Adventure,"Hoeye, Michael",,2002,Young Adult Fiction,5,5
e23c6c1b-93b8-4a5e-921f-e5645ceb15cd,Murder at the Pentagon,"Truman, Margaret",,1992,Fiction,5,5
744f2d62-115f-4ea3-9776-5503588c2358,The Goomba's Book of Love,"Schirripa, Steve and Fleming, Charles",,2003,Humor,5,5
c01db376-e526-439d-be32-dc7c0c923afa,Stanley Elkin's Greatest Hits,"Elkin, Stanley",,1980,Fiction,5,5
dc093618-3e48-4efc-b7b0-a2cbc7147612,Griffin & Sabine: An Extraordinary Correspondence,"Bantock, Nick",,1991,Fiction,5,5
c392ad7a-4854-484b-860b-77aa2bb45351,"Wine in Everyday Cooking: ""Cooking with Wine for Family and Friends""","Ballard, Patricia",,1995,Cooking,5,5
a28fc6cf-f49f-44e8-92e8-b76551e1fd47,How To Live Through A Bad Day: 7 Powerful Insights From Christ's Words on the Cross,"Hayford, Jack W.",,2001,Religion,5,5
6b4dec8c-412a-44a1-9a96-869182304dcf,The 27-Ingredient Chili Con Carne Murders,"Pickard, Nancy",,1992,Fiction,5,5
5f015286-0d65-42cc-9f8b-2b5105bf14f3,Looking for Alaska,"Jenkins, Peter",,2001,Travel,5,5
b8040d3a-6fd4-4f56-beb9-abbc7653a673,Give Us This Day,"Tudor, Tasha (ILT)",,1987,Juvenile Fiction,5,5
5558c08a-6fc7-4471-86c6-2a9b327caabb,Crossing Over Jordan,"Brown, Linda Beatrice",,1995,Fiction,5,5
f4d57ba8-ca4f-4c50-a3e4-db6572ca699b,You Know You're A Republican/Democrat If...,"Benjamin, Frank",,2004,Political Science,5,5
c0b105a3-dad8-4522-b5c3-3adc9de9a8b2,The Silence Now: New and Uncollected Early Poems,"Sarton, May",,1990,Poetry,5,5
2e816598-9fde-4358-8a52-45170f86b1fe,Stories In An Almost Classical Mode,"Brodkey, Harold.",,1988,Fiction,5,5
58a25a22-8ee5-47e4-b4d8-2d383087832d,Parenting Isn't for Cowards: Dealing Confidently With the Frustrations of Child-Rearing,"Dobson, James C.",,1987,House & Home,5,5
d350d786-344f-4cc3-b79a-71a7baaf36e6,The Seacoast of Bohemia,"Freeling, Nicolas",,1995,Fiction,5,5
bd944756-ab25-4fa0-add0-c68698bdbd21,The Catholic Girl's Guide to Sex,"Anderson, Melinda, Murray, Kathleen, and Arnold, Alli (ILT)",,2003,Self-help,5,5
f8f261f8-ae4b-4422-afbb-c42a13590eb4,In the Shadow of the Ark,"Provoost, Anne and Nieuwenhuizen, John",,2004,Young Adult Fiction,5,5
0655f281-96d0-4304-9741-5ddfaa1b1636,The Supernaturalist,"Colfer, Eoin",,2004,Young Adult Fiction,5,5
810b424b-a090-4b60-9d3d-4e99e0a6d8eb,U and I: A True Story,"Baker, Nicholson",,1991,Literary Criticism,5,5
6a4a67d7-c3d9-4a18-83b6-c226f1db3917,Zero Db and Other Stories,"Bell, Madison Smartt",,1987,Fiction,5,5
8e395069-5972-4051-9aa2-fd7e89f7b805,A Shaker's Dozen,"Rocheleau, Paul (ILT) and Homsen, Kathleen",,1999,Juvenile Nonfiction,5,5
ef9302fa-dd8a-4b48-a6b0-a5fbb2c012e9,Personal History,"Graham, Katharine",,1997,Biography & Autobiography,5,5
383bc3b0-fcbe-4436-b8c5-3877c442058d,Friendship with God: an uncommon dialogue,"Walsch, Neale Donald",,1999,Religion,5,5
6d75fc31-d1da-4d9b-8bdc-79b44bf366eb,13 Things You Gotta Know to Make it as a Christian (Powerlink Student Devotional),"McDowell, Josh and Hostetler, Bob",,1992,Young Adult Nonfiction,5,5
9ffea9e2-6be7-421c-bb6b-9469a98ddd44,Dave Barry's Guide to Marriage and/or Sex,"Barry, Dave",,2000,Humor,5,5
c15fef93-0fe2-4af6-928e-65b29af9e91c,The Festival Cookbook: Four Seasons of Favorites,"Good, Phyllis Pellman",,2013,Cooking,5,5
d67b4bb7-0260-4953-afe6-7b4815037541,Shella,"Vachss, Andrew H.",,1993,Fiction,5,5
094bb666-a335-4723-8697-73bd60a9f4e2,What To Cook When You Think There's Nothing in the House To Eat: More Than 175 Easy Recipes And Meal Ideas,"Schwartz, Arthur",,2000,Cooking,5,5
c0ed788a-0795-49fa-bf84-3c9c4b51ac4e,Little Vegetarian Feasts: Main-Dish Grains,"Shulman, Martha Rose and Drechsler, Debbie (ILT)",,1993,Cooking,5,5
720adde1-8cfc-4d19-8005-c713c3ab0f64,Collected Stories of Reynolds Price,"Price, Reynolds",,1993,Fiction,5,5
00764256-7a7d-4787-be0c-e5d09740fe17,DIY Girl,"Gesue, Monica (ILT) and Bonnell, Jennifer",,2003,Young Adult Nonfiction,5,5
27d67bb0-953f-400f-8d4f-1addec9b4ce6,What's Bred in the Bone (Cornish Trilogy),"Davies, Robertson",,1985,Fiction,5,5
a575b887-3b03-473f-8d32-c82f5ba60f6e,Mastering the Zone: The Next Step in Achieving SuperHealth and Permanent Fat Loss,"Sears, Barry and Goodbody, Mary",,1997,Health & Fitness,5,5
86dd21dc-02ef-4a9a-901a-9efec7fc0098,Reviving Ophelia: Saving the Selves of Adolescent Girls (Ballantine Reader's Circle),"Pipher, Mary Bray",,1995,Family & Relationships,5,5
dd902aca-44f0-46a6-870d-4b8f5a1b5749,Napoleon and Hitler,"Seward, Desmond",,1989,History,5,5
b25d0dc5-1417-4882-b08a-6805296b7040,Too Busy to Clean,"Barrett, Patti",,1994,House & Home,5,5
4ce78c33-d2d3-4ed4-a2d7-62b250947c66,Vines (Burpee American Gardening Series),"Bales, Suzanne Frutig",,1995,Gardening,5,5
8449f15e-3a82-4b43-9605-7d585e2713f9,"Walking the Cat by Tommy "" Tip"" Paine: Gordon Liddy Is My Muse II","Batchelor, John Calvin",,1991,Fiction,5,5
55dfab30-54a5-44bf-bdc6-698ed674853d,Mistler's Exit,"Begley, Louis",,1998,Fiction,5,5
48c34971-9aa3-48b8-bbdf-14a68b6f1854,Small Patchwork & Quilting,"Linsley, Leslie, Aron, Jon (PHT), and Savonen, Robby (ILT)",,1993,Art,5,5
6caecdfd-9852-44e2-a55b-bec3e69c0cb1,The Whole Shebang: A State-of-the-Universe(s) Report,"Ferris, Timothy",,1997,Science,5,5
60090929-fbb2-4883-9ae9-1f6e30bdfb6b,Eating Well for Optimum Health: The Essential Guide to Bringing Health and Pleasure Back to Eating,"Weil, Andrew",,2001,Health & Fitness,5,5
c40d92dd-660d-4426-8650-0cf1645a265b,Teverton Hall,"Gillespie, Jane",,1984,Fiction,5,5
057b9e6a-5491-4bc2-881c-970e09ba9ae4,Lines in the Sand: Desert Storm and the Remaking of the Arab World,"Amos, Deborah",,1992,History,5,5
f1c0964e-6edb-458b-bab8-20505deaef60,The Witling,"Vinge, Vernor",,1986,Fiction,5,5
ebe8bb4b-7c14-4a61-b50b-512c502de4ff,The Courage to Be Rich: Creating a Life of Material and Spiritual Abundance,"Orman, Suze",,1999,Business & Economics,5,5
254ad56a-8fe7-471c-b525-553c3e603890,Our Nature,"Gilbert, Bill",,1987,Science,5,5
28a09afe-1913-4ac6-99e0-2e44be606388,The Gift of Sex: A Guide to Sexual Fulfillment,"Penner, Clifford and Penner, Joyce",,1981,Religion,5,5
613a4c8b-9740-4af7-83fc-ba9ea741b23e,Basic Principles of Classical Ballet,"Vaganova, A. Ia.",,1969,Performing Arts,5,5
a5c819b4-9251-40d3-9a33-943d63ca22b7,The Biblical Road to Blessing,"Hinn, Benny",,1996,Religion,5,5
bc7ec0b0-0081-4044-82e1-f270a9086e80,Peanuts: A Golden Celebration: The Art and the Story of the World's Best-Loved Comic Strip,"Schulz, Charles M. and Larkin, David (EDT)",,1999,Art,5,5
6881f9f4-4346-45ef-96cf-f12b70a44425,The Language of Life: A Festival of Poets,"Moyers, Bill D., Grubin, David, and Haba, James",,1995,Poetry,5,5
05b60e95-bffb-45d8-9aab-8778f6af20a4,The Shutterfly Guide to Great Digital Photos (CLS.EDUCATION),"Johnson, Dave and Housenbold, Jeffrey",,2008,Computers,5,5
a40a45fe-675f-4220-a9fd-ec267322e266,Henry VIII and His Court,"Williams, Neville",,1971,History,5,5
8e110a68-680f-481f-94ea-5de0bd8ccc47,The New Grove Mozart,"Sadie, Stanley",,1983,Biography & Autobiography,5,5
9c82c0fc-ad81-4104-8074-786db05b9943,Pledged: The Secret Life of Sororities,"Robbins, Alexandra",,2005,Social Science,5,5
a6ef31e0-a5d5-4c57-8d69-572fc5a91aa5,Guide to Cults and New Religions,"Enroth, Ronald",,1983,Religion,5,5
e8900b0c-6e66-48a1-abd9-cc48111a53b6,"Iron Man: The Cal Ripken, Jr. Story","Rosenfeld, Harvey",,1995,Sports & Recreation,5,5
3d9dde34-4f35-400f-abd3-8948f69527b4,The Only Way I Know,"Ripken, Cal, Jr. and Bryan, Mike",,1997,Biography & Autobiography,5,5
f9b48600-29fb-4010-9897-83c6759552f5,Knots on a Counting Rope (Reading Rainbow Books),"Rand, Ted (ILT), Martin, Bill, and Archambault, John",,1997,Juvenile Fiction,5,5
37ca9302-fcbf-4325-80cb-4efe19e4eed9,The Complete Idiot's Guide to Getting Published,"Bykofsky, Sheree and Sander, Jennifer Basye",,1998,Language Arts & Disciplines,5,5
8b3d02d7-b302-419a-96d1-932cea1432ed,Death Gets a Time-Out (Mommy-Track Mysteries),"Waldman, Ayelet",,2003,Fiction,5,5
2ce68339-cca3-467e-ad7e-9f68b6011c3a,The Reader's Companion to South Africa,"Ryan, Alan (EDT)",,1999,Travel,5,5
73dfd60c-cb45-4813-9279-da8a8463adbd,Let Freedom Ring: Winning the War of Liberty over Liberalism,"Hannity, Sean",,2004,Political Science,5,5
91e01bf0-85f9-47eb-9740-c4c98ca6dfc4,Hamlet (Oxford World's Classics),"Shakespeare, William and Hibbard, G. R. (EDT)",,1998,Drama,5,5
383208a7-5bf2-46dd-8952-5f71722fadd4,The Playboy of the Western World and Other Plays: Riders to the Sea; The Shadow of the Glen; The Tinker's Wedding; The Well of the Saints; The Playboy ... of the Sorrows (Oxford World's Classics),"Synge, John Millington and Saddlemyer, Ann (EDT)",,1998,Drama,5,5
28c445c9-2a7f-4d0b-9eca-9c3c2e942008,Grandparenthood,"Westheimer, Ruth K. and Kaplan, Steven",,2000,Social Science,5,5
3b396d3b-9ffd-49c1-ae54-3a402a822ea8,The Dancing Healers: A Doctor's Journey of Healing with Native Americans,"Hammerschlag, Carl A.",,1989,Religion,5,5
eee62d34-a47f-47e0-a7f7-37d3549cb603,Time Exposure: A Photographic Record of the Dinosaur Age,"Dixon, Dougal and Burton, Jane",,1984,Juvenile Nonfiction,5,5
d35052d3-bd40-4ed5-8168-546851e6bed3,Hope Was Here (Newbery Honor Book),"Bauer, Joan",,2000,Young Adult Fiction,5,5
7654aa9b-6f0c-4515-951c-10932f82ef15,A Tale of Two Cities (Oxford World's Classics),"Dickens, Charles and Sanders, Andrew (EDT)",,1998,Fiction,5,5
e6f26583-dcff-4c1a-b3c8-3d6eab029a87,Bloodsong,"Neimark, Jill",,1993,Fiction,5,5
08876c74-9d85-45e7-9f1b-f4d46948098a,The Vampire Book: The Encyclopedia of the Undead,"Melton, J. Gordon",,1998,Body,5,5
7417cc29-c702-4205-9c42-f578785c9f0c,A Midsummer Night's Dream (Oxford World's Classics),"Shakespeare, William and Holland, Peter (EDT)",,1998,Drama,5,5
c511ddc9-0ca3-413b-9e16-6f4f75c8795d,Bob Miller's Calc for the Clueless: Calc I (Bob Miller's Clueless Series),"Miller, Robert",,1997,Mathematics,5,5
0b6563c2-05c3-49f1-b44c-c3456ee5b3ea,Mariel of Redwall,"Jacques, Brian and Chalk, Gary (ILT)",,2000,Young Adult Fiction,5,5
d7476866-e08f-43b4-80f7-526fc19588d7,The Body Book: A Fantastic Voyage to the World Within,"Bodanis, David",,1984,Medical,5,3
a9b8b334-00b2-47ca-b1bc-5f0b332e7b51,Nerilka's Story (Dragonriders of Pern Series),"McCaffrey, Anne",,1987,Fiction,5,5
b6167865-13a5-4e0d-a410-38ec615df3d3,Americas: The Changing Face of Latin America and the Caribbean (A Main Selection of the History Book Club),"Winn, Peter",,1995,Social Science,5,5
3529e087-2c9d-4751-80eb-7324a9212d69,"Mayo Clinic On Vision And Eye Health: Practical Answers on Glaucoma, Cataracts, Macular Degeneration & Other Conditions (""MAYO CLINIC ON"" SERIES)","Mayo Clinic (COR) and Buettner, Helmut (EDT)",,2002,Health & Fitness,5,5
01dbc361-8b55-4cf7-877c-c3e3b473220f,Parrot in the Oven: Mi vida (Cover May Vary),"Martinez, Victor",,2004,Young Adult Fiction,5,5
06046add-36fc-4335-b649-3efdbb819adb,A Passion for Golf: The Best of Golf Writing,"Garrity, John (INT) and Bishop, Schuyler (EDT)",,1998,Sports & Recreation,5,5
e1a9eda8-ec36-4d8c-b0be-e72c2bb31b6d,The Way of the Wizard: Twenty Spiritual Lessons for Creating the Life You Want,"Chopra, Deepak",,1995,Religion,5,5
6bdaad9a-151e-44eb-a390-a141a6f973c8,Handmade for Profit!: Hundreds of Secrets to Success in Selling Arts and Crafts,"Brabec, Barbara",,1996,Crafts & Hobbies,5,5
7fb95c4e-9808-40c8-9abb-b06149322a34,"Adventuring Along the Southeast Coast: The Sierra Club Guide to the Low Country, Beaches, and Barrier Islands of North Carolina, South Carolina, and (Sierra Club Adventure Travel Guides)","Bowen, John",,1993,Travel,5,5
c746448a-2f27-463c-883c-74e1a6592d89,"Discovering Oceans, Lakes, Ponds and Puddles","Frame, Jeron Ashford and Holladay, Scott (ILT)",,1994,Young Adult Nonfiction,5,5
4ad128dd-a252-4b2d-8fd9-354e3d508be2,Glorious French Food: A Fresh Approach to the Classics,"Peterson, James",,2002,Cooking,5,5
